date,Agric,Food ,Chems,Rubbr,Txtls,Steel,FabPr,Aero ,Ships,Gold ,Mines,Coal ,Oil  ,Util ,Autos
19820104,0.44,-0.31,0.25,1.26,0.23,0.25,-0.04,1.48,0.15,1.26,0.39,0.61,-0.86,0.71,1.53
19820105,-2.15,-1.45,-2.19,-0.78,0.84,-1.28,-1.32,-1.49,-2.82,-0.99,-3.59,-3.98,-3.3,-0.8,-1.54
19820106,-1.02,-0.83,-0.84,-1.15,-0.43,-0.91,-1.73,-0.11,-0.48,-1.12,-0.19,-0.95,-1.52,-0.74,-0.19
19820107,-0.33,0.38,-0.09,0.04,0.59,-0.59,-1.3,-0.64,-0.04,-2.36,-1.2,-0.54,-0.77,-0.27,0.29
19820108,-0.62,0.82,0.49,-0.62,0.78,0.07,0.26,0.83,-0.41,-1.12,-0.08,0.22,-0.02,0.32,1.35
19820111,-2.41,-1.6,-2.37,-1.24,-1.35,-3.04,-2.39,-3.78,-2.43,-7.49,-4.73,-4.42,-3.42,-1.32,-3.34
19820112,-0.41,0.28,-0.46,-0.1,0.37,-0.98,-1.75,-1.47,-0.34,0.53,-1.06,-0.71,-0.35,-0.81,-0.41
19820113,-0.57,-0.38,-1.5,-1.32,-1.24,-1.73,-0.2,-2.02,-0.78,-5.73,-3.89,-0.27,-1.27,-0.82,-0.73
19820114,1.02,0.09,-0.35,0.85,-1.07,0.61,0.64,0.38,0.46,0.93,-0.48,-0.65,0.91,0.25,0.74
19820115,-0.95,0.04,1.08,0.36,1.34,0.37,1.58,0.62,0.39,0.13,1.78,1.32,0.91,0.52,0.84
19820118,-0.04,0.62,-0.05,-0.27,0.43,-0.07,0.14,0.32,0.92,0.66,0.33,-0.36,0.47,0.4,0.34
19820119,-0.76,-0.74,-1.42,0.02,0.04,-0.68,-0.72,-1.33,-0.84,-0.69,-2.61,-1.43,-1.8,-0.33,-0.31
19820120,0.45,0.33,-0.61,-0.01,0.03,-1.07,-1.11,0.5,-0.75,-0.88,-0.63,-0.95,-1.7,-0.24,-0.89
19820121,0.54,0.47,0.28,-0.36,-0.86,0.48,-0.57,0.73,0.88,0.44,-1.42,1.06,0,0.08,0.22
19820122,0.29,0.26,-0.35,-0.34,-1.33,-1.43,-0.44,0.09,-0.17,-1.41,-0.88,-2.41,-0.45,-0.06,-0.98
19820125,-1.05,-0.48,-0.62,-1.48,-1.29,-1.54,-1.45,-0.88,-1.47,-0.94,-0.6,-0.53,0.23,-0.37,0.43
19820126,-2.41,0.07,-0.48,0.37,0.45,-0.99,1.11,-0.69,-0.88,-0.56,-2.7,-0.72,-0.1,0.27,-0.49
19820127,0.29,0.21,0.31,-0.71,-0.21,0.16,-0.38,-0.39,4.69,2.68,0.1,0.41,0.37,0.32,-0.56
19820128,0.5,1.89,3.24,1.1,3.65,2.49,1.99,2.68,4.16,4.47,3.52,3.5,3.19,1.42,2.59
19820129,1.25,1.15,0.88,0.6,1.41,0.74,0.9,0.86,2.59,0.76,0.77,3.45,0.86,0.87,0.26
19820201,-0.15,-1.5,-1.6,0.81,0.1,-0.95,-0.97,-1.93,0,-3.01,-3.02,-2.31,-2.72,-1.31,-2
19820202,0.11,1.08,0.46,-0.03,0.5,0.05,-0.2,0.2,1.7,0.22,-0.32,1.77,-0.38,-0.01,0.9
19820203,-0.26,-0.12,-1.35,-0.35,0.98,0.18,-0.62,-0.29,-2.67,0.92,-2.35,-1.6,-1.92,-0.66,-0.42
19820204,-0.57,-0.12,-0.42,0.82,0.19,-0.15,-0.43,-0.69,-2.02,2.42,-0.02,-2,-0.28,-0.35,-0.08
19820205,0.53,1.15,1.14,0.13,0.39,0.37,0.77,0.53,1.73,-0.29,1.92,0.34,0.28,0.52,0.63
19820208,-1.95,-1.09,-2.17,-0.77,-1.79,-2.16,-3.39,-1,-1.01,-5.36,-4.5,-4.86,-3.06,-1.24,-2.63
19820209,-1.05,-0.82,-0.96,-1.22,-1.89,-0.85,-1.2,-1.5,-0.74,-1.26,-0.05,-3.11,-1.05,-0.29,-0.1
19820210,-0.51,0.75,0.61,0.91,-0.32,0.69,-0.06,0.53,-0.19,2.59,1.36,1.84,1.06,0.54,0.73
19820211,-1.24,0.28,0.55,-0.85,-0.36,-0.26,0.35,-0.86,-3.04,-0.57,-0.43,1.81,0.29,-0.15,-0.27
19820212,0.05,0,-0.57,-0.06,0.29,0.2,-0.03,-0.82,-0.96,-0.54,0.09,1.63,-0.12,0.14,-0.39
19820216,-0.4,0.28,-0.37,0.02,-0.3,-1.43,-1.29,-0.15,-0.51,-0.53,0.45,-2.09,-1.33,-0.4,-0.87
19820217,1.22,0.31,-0.02,0.28,-0.36,-0.45,0.52,0.42,1.06,-0.51,-0.49,-0.92,-0.73,0.12,-1.03
19820218,0.46,0.92,0.09,-0.29,-0.7,-0.2,1.59,1.18,-0.56,-2.43,-0.13,0.24,-0.27,0.05,0.01
19820219,-0.6,0.27,-0.88,0.13,-0.94,-0.33,0.2,-0.22,1.4,1.87,-0.86,-2.01,-0.55,0.49,-1.16
19820222,-0.01,-0.4,-1.54,0,-0.31,-0.48,-2.01,-1.58,-1.41,-1.98,-0.94,-3.43,-2.5,0.17,-0.47
19820223,-1.83,0.23,-0.53,-0.28,-0.04,-0.37,-1.93,0.4,-1.91,-1.33,-0.08,-1.07,-0.62,0.52,0.94
19820224,0.82,0.88,0.92,0.49,0.47,1.01,-1.14,1.72,0.14,3.37,1.9,1.98,3.01,0.96,2.99
19820225,1.48,-0.03,-0.07,0.51,0.33,0.38,1.48,-0.96,-0.51,-0.75,-0.58,-0.36,-0.8,0.59,-0.44
19820226,0.27,-0.2,-0.74,-0.55,-1.04,-0.03,1.88,-0.69,0.32,-1.15,0.1,0.8,0,0.03,0.44
19820301,0,0.15,0.14,-0.94,0.1,-0.12,1.73,0.48,-0.2,-3.22,-0.3,-0.45,-0.75,0.38,3.11
19820302,-0.22,1.33,-1.45,0.09,-0.15,-0.03,0.08,0.02,1.27,-2.39,-2.33,-1.21,-1.95,0.61,-0.49
19820303,-1.57,0.12,-1.78,-0.37,-0.86,-1.6,-3.13,-1.45,-0.57,-4.89,-4.77,-5.41,-3.76,-0.57,0.18
19820304,-0.53,-0.56,-1.69,-1.57,-1.12,-1.39,-5.21,-1.45,-1.86,-2.68,-2.55,-0.52,-1.1,-0.69,0.43
19820305,-0.01,-1.03,-0.71,-1.08,-1.08,-0.16,-2.25,-1.2,-4.3,-3.86,-3.62,-1.31,-0.65,0.28,0.18
19820308,-1.19,-0.72,-2.48,0.41,-1.05,-1.86,0.47,-1.82,-7.44,-6.48,-4.47,-4.02,-1.56,-0.04,-2.45
19820309,-0.1,-0.5,0.98,-0.32,0.73,0.62,-2.44,0.29,3.13,6.3,1.25,0.68,1.64,0.29,0.56
19820310,0.25,0.32,1.02,-0.37,0.85,0.31,-0.03,0.69,-0.21,2.44,2.19,0.04,1.9,0.13,0.01
19820311,-0.53,0.06,0.38,-1.39,0.43,0.11,-1.46,0.22,1.38,-1.57,1.09,1.03,1.46,-0.39,-0.16
19820312,-1,-0.76,-0.61,0.2,0.21,-1.15,-2.86,-1.49,-0.99,-3.87,-0.77,0.01,-0.34,-0.4,-1.52
19820315,-0.9,0.04,0.43,-0.4,0,-1.33,-2.93,-0.11,-0.81,5.05,1.54,0.27,2.18,-0.09,0.88
19820316,-1.69,0.2,-0.15,0.07,0.51,0.21,1.49,1.05,-0.2,-2.82,1.01,2.53,0.26,0.02,0.11
19820317,0.39,-0.13,0.25,-0.32,-0.67,-0.33,1.18,-1.11,1.29,3.66,-0.2,0.13,-0.52,0.09,-0.17
19820318,0.82,1.11,1.62,0.99,0.34,1.01,0.61,1.98,3.56,5.13,0.89,1.46,0.7,0.54,0.71
19820319,0.85,0.07,0.19,-0.14,0.22,-0.09,0.73,0.33,2.59,-0.73,-0.99,-1.12,0.08,0.43,0.6
19820322,2.65,1.38,2.56,1.94,1.04,2.26,4.11,2.97,5.79,7.15,2.17,0.74,2.25,0.9,3.02
19820323,-0.09,0.99,1.26,0.98,0.67,0.59,2.08,1.02,-0.03,-0.54,0.29,-0.43,0.23,0.52,0.22
19820324,-0.28,0.16,0.09,0.21,-0.39,-0.18,-1.12,0.38,-0.12,-0.27,-0.29,0.8,-1.01,-0.18,-0.25
19820325,-0.45,0.55,0.54,0.76,0.95,-0.15,-1.02,0.83,0.41,-1.48,0.16,-0.28,0.27,0.42,0.75
19820326,-0.67,-0.69,-1.02,-0.26,0.28,-1.44,-0.91,-0.65,-1.5,-3.14,-0.64,-0.36,-1.26,-0.42,-1.53
19820329,-0.78,0.23,0.42,-0.66,-0.2,0.31,-0.32,-0.45,-2.48,0.78,-1.54,0.49,-0.04,-0.12,0.44
19820330,-0.77,0.05,-0.68,0.34,-0.13,-0.41,0.42,0.06,0.94,0.04,-1.06,0.31,-0.52,0.15,0.31
19820331,0.28,-0.24,-0.47,-0.03,-0.19,-0.38,-0.03,0,1.91,0.58,-1.95,0.19,-0.59,-0.2,-0.4
19820401,2.21,0.88,1.55,0.41,1.89,0.95,1.23,0.63,-0.83,1.97,1.55,2.42,2.81,0.85,1.87
19820402,0.32,1.28,1.38,0.1,1.46,0.81,1.37,1.02,2.45,1.73,1.67,1.11,2.27,0.72,0.71
19820405,-1.51,0.14,-0.11,0.01,0.97,0.09,-0.73,-1.32,1.91,5.79,2.25,-0.92,-0.83,0.03,-0.65
19820406,1.01,0.57,0.14,0.65,-0.45,-0.21,0.12,0.55,1.39,1.46,0.98,-0.76,1.14,0.08,0.62
19820407,2.23,0.76,0.09,0.34,0.34,0.29,-0.32,0.51,-0.06,-2.46,-0.11,0.07,-0.13,0.3,-0.32
19820408,1.48,0.25,0.95,0.45,1.58,-0.13,-0.34,0.79,-1.09,1.45,1.73,4.39,0.8,0.25,0.46
19820412,0.4,0.14,-0.14,-0.05,0.65,-0.62,-2.51,1.08,3.85,-2.64,-1.49,-0.27,-0.62,0.11,-0.52
19820413,0.5,0.37,-0.34,0.28,0.49,-0.24,2.77,0.67,-0.13,1.48,-1.24,-1.25,-0.54,0.24,-0.05
19820414,-0.23,-0.03,-0.31,0.11,0.21,-0.33,0.63,0.22,1.63,2.28,-0.72,-0.51,-0.32,0.02,-0.37
19820415,0.12,-0.08,0.29,-0.37,0.53,-0.26,0.02,0.78,3.37,-0.55,0.03,2.39,0.7,0.32,0.2
19820416,0.82,0.32,-0.03,0.62,-0.06,0.86,0.45,0.27,3.75,-1.56,0.26,1.75,0.58,0.3,-0.02
19820419,0.57,0.36,0.13,0.43,0.49,0.15,-1.25,0.44,-0.71,-2.97,-1.22,-0.48,-1.5,0.04,0.53
19820420,-0.39,-0.47,-0.98,-0.44,-0.42,-0.95,-1.33,0.09,-1.62,-2.56,-1.97,-1.86,-1.98,-0.47,-0.76
19820421,0.1,0.14,0.39,0.73,0.63,-0.12,0.04,1.02,-0.17,-0.34,-1.25,0.49,0.16,0.28,2.04
19820422,2.32,0.65,1.13,0.08,0.27,0.9,1.32,0.84,1.99,0.76,0.79,1.01,2.57,0.84,1.43
19820423,1.83,0.76,1.39,0.15,0.72,0.71,2.55,0.25,-0.47,0.62,1.68,1.14,2.19,0.68,1.68
19820426,-0.81,0.79,0.88,-0.42,0.62,1.19,0.95,1.06,0.68,0.53,1.06,-0.97,-0.45,0.4,0.74
19820427,-0.94,-0.71,-0.95,0.61,-0.15,-0.68,-0.52,-0.83,-1.55,-1.69,-0.78,-1.05,-1.13,-0.49,-0.3
19820428,-0.15,-0.01,-0.38,0.01,0.08,-0.84,0.48,-1.66,0.47,-1.8,-1.23,-1.88,-0.7,-0.31,-0.86
19820429,-0.03,-0.51,-0.78,-1.55,0.05,-0.11,-0.09,-1.5,-2.22,-0.22,-0.99,-1.97,-1.21,-0.46,-1.29
19820430,-0.23,0.56,0.57,0.6,-0.14,0.16,-0.84,0.15,0.85,-3.27,-0.36,0.69,0.59,0.05,-0.09
19820503,-0.63,0.37,0.03,0.19,-0.17,-0.76,-0.24,0.67,2.35,1.48,-0.39,0.66,0.59,0.27,1.56
19820504,0.6,0.34,0.62,-0.88,0.3,-0.1,1.75,1.51,0.76,-0.96,-0.45,-0.55,0.92,0.29,1.15
19820505,0.89,0.29,0.03,0.9,0.31,0.08,-0.23,0.6,-0.76,-1.79,0.91,-0.89,0.95,0.25,-0.52
19820506,0.83,0.23,0.76,1.04,0.66,1.43,-0.87,0.8,-0.81,-1.53,0.47,0.66,1.56,0.99,1.29
19820507,1.64,-0.04,1.36,-0.12,0.82,0.66,1.05,0.36,-2.25,1.17,1.36,0.56,3.23,0.84,0.06
19820510,-0.2,-0.96,-0.42,0.1,-0.49,-0.53,-0.35,-1.08,-3.37,-2.37,-1.08,-0.33,-0.29,-0.08,-1.04
19820511,0.71,0.24,0.79,1.02,0.02,0.37,0.87,-0.13,-0.03,1.03,3.56,1.39,1.96,0.56,1.56
19820512,-0.37,-0.24,-0.02,0.42,-0.48,0.03,0.18,-0.34,0.05,0.41,0.32,0.58,-0.43,0,2.1
19820513,-0.32,-0.35,-0.5,-0.05,0.19,0.03,-0.19,-0.36,-1.36,1.28,0.3,-0.31,-0.65,-0.39,-1.08
19820514,-1.38,-0.01,-0.36,0.74,0.06,-0.41,-0.48,0.36,-0.18,1.87,0.96,0.58,-0.2,-0.21,0.04
19820517,-2.67,-0.61,-1.29,-0.73,-0.83,-1.81,-0.3,-1.3,-1.71,0.33,-2.82,-2.71,-1.46,-1.02,-0.86
19820518,-2.15,-0.59,-1.3,-1.52,-0.86,-0.58,-0.55,-0.77,-0.83,-0.99,0.16,-0.08,-1.11,-0.66,-0.64
19820519,-0.19,-0.58,-0.99,-0.66,-0.92,-0.52,-0.27,0.36,-0.11,-0.67,-2.02,-2.19,-0.93,-0.12,-0.85
19820520,-0.04,-0.3,-0.44,-0.79,-0.21,-1.2,-1.39,-0.18,-0.97,-2.84,-1.37,-1.14,-0.45,-0.21,-0.55
19820521,-0.46,-0.08,-0.11,-0.38,-0.03,-0.26,-1.06,-0.26,0.46,-2.18,0.27,-0.89,0.35,0.47,0.19
19820524,0.04,0.25,-0.06,-0.34,-0.56,-0.13,-0.22,-0.63,2.37,-4,-0.37,-1.4,0.76,-0.15,0.59
19820525,0.15,0.3,-0.19,0.03,-0.4,-0.65,0.42,-0.71,-0.55,0.4,-1.2,0.58,-0.25,0.06,-0.38
19820526,-2.69,-0.62,-1.3,-1.26,-0.76,-1.6,-1.05,-2.95,-3.24,0.5,-1.04,-2.82,-1.63,-0.82,-0.54
19820527,-0.28,-0.42,-1.02,-0.75,0.54,-0.85,-0.16,-0.09,0.41,-1.95,-1.67,-1.32,-0.24,-0.47,-1.19
19820528,0.88,-0.02,-0.11,-0.12,-0.19,-0.4,0.7,-0.19,0.37,-0.01,-1.63,-0.89,-0.11,-0.13,-0.9
19820601,-1.11,-0.51,-1.4,-0.58,-0.26,-0.83,0.16,-1.59,0.58,-3.87,-2.71,-0.25,0.8,-0.31,-0.18
19820602,0.09,0.54,-0.23,-1.16,0.18,0.67,-1.01,-0.58,0.72,-0.17,-0.99,1.41,0.43,0.36,0.88
19820603,-0.02,-0.17,-0.56,-0.48,-0.28,-0.53,-1.98,-0.67,-0.49,-2.69,-0.38,-1.21,-0.21,-0.01,0.76
19820604,-0.99,-0.58,-1.6,-1.19,-0.69,-1.54,-1.77,-0.62,-2.03,-0.28,-1.02,-4.16,-1.7,-0.56,-1.7
19820607,-0.71,0.1,-0.47,0.48,-0.39,-0.31,-2.18,-0.49,-0.15,7.45,-0.21,2.32,0.47,-0.31,0.9
19820608,-1.61,0.08,-0.27,-0.24,-0.48,-0.51,-0.31,-0.29,-0.91,-2.03,-0.15,-0.34,0.11,-0.18,-0.16
19820609,-1.82,-0.47,-1.08,-0.63,-0.5,-1.14,-1.57,-0.26,-2.17,-2.2,-1.82,-2.03,-0.77,-0.57,-0.53
19820610,-1.52,0.68,-0.03,-0.03,0.7,-0.85,-1.05,0.31,1.25,-1.14,-0.62,-0.03,0.26,-0.11,1.09
19820611,2.13,0.71,1.96,0.54,2.88,1.91,0.69,2.31,4.79,-0.62,1.98,2.79,0.94,0.95,1.96
19820614,0.17,-0.42,-1.17,-1.17,-1.13,-1.81,-1.27,-0.66,-0.27,-5.02,-1.92,-2.49,-1.68,-0.73,-0.66
19820615,-1.45,0.06,0.05,-0.76,-1.22,-0.44,-0.83,-0.64,1.43,-3.95,-0.21,-0.87,-1.18,-0.27,-0.18
19820616,-0.15,-0.24,-0.79,-0.15,-0.71,-0.15,-1.16,-0.13,-0.79,-2.94,-2.41,-1.17,-2.12,-0.14,0.88
19820617,-3.53,-0.39,-1.32,-0.33,-1.24,-1.2,-1.79,-1.09,0.24,-3.95,-3.72,-0.82,-1.42,-0.98,-0.46
19820618,-1.56,-0.6,-1.24,-0.15,-0.86,-0.81,-2.96,-1,1.73,-4.47,-1.63,-0.99,0.33,-0.52,-0.17
19820621,0.12,-0.11,0.83,-0.16,0.57,0.23,-0.08,0.43,-1.07,-7.09,-0.5,0.82,-0.71,-0.22,-0.01
19820622,1.56,1.06,0.89,0.83,0.3,0.27,0.66,0.69,1.22,5.95,5.07,-0.01,0.29,-0.09,1.31
19820623,2.9,0.95,1.8,0.52,0.88,1.94,1.11,2.01,2.89,7.85,3.61,2.87,2.28,0.19,1.27
19820624,0.18,0.42,-0.16,0.19,-0.27,-0.86,-1.1,0.5,-1.43,0.51,-1.72,-1.25,-0.33,0.05,-0.57
19820625,0.04,-0.92,-0.78,0.25,-0.53,-1.04,0.03,-0.99,-0.7,-0.24,-0.97,0.84,0.27,-0.26,-0.57
19820628,1.4,0.55,0.96,-0.02,0.21,-0.48,-0.5,1.03,1.22,2.29,1.5,1.23,1.28,0.52,1.18
19820629,1.58,0.88,0.15,1.07,-0.16,0.29,-1.42,-0.55,-0.13,3.9,2.43,-0.44,-0.77,0.56,-0.55
19820630,1.11,0.3,-0.44,0.07,-0.06,0.17,-0.44,0.55,-2.19,0.71,-0.55,-1.93,-2.85,0.42,-0.6
19820701,-2.56,-0.44,-0.47,-0.19,-0.35,-0.54,-2.92,-0.74,0.85,-0.74,-1.37,-1.25,-0.97,-0.55,-1.1
19820702,0.66,-0.7,-0.19,-0.84,-0.48,-0.53,0,-0.71,-1.72,-1.88,-2.93,-1.25,-0.43,-0.29,-1
19820706,-1.48,-0.3,-0.27,-0.47,-0.32,-0.16,-4.49,0.42,2.83,-5.34,-0.97,0.54,-1.1,-0.15,0.11
19820707,-1.8,-0.51,-0.66,0.18,0.08,0.86,0.5,0.87,1.41,1.13,-1.44,-0.88,-0.07,-0.24,0.63
19820708,2.66,0.02,0.43,-0.66,-0.82,0.41,-1.2,0.71,0.62,6.3,-1.34,-0.01,-0.8,0.05,0.2
19820709,2.28,0.92,1.09,0.79,1.58,0.41,3.44,2.1,2.74,8.23,3.56,1.45,0.36,1.05,1.43
19820712,-0.83,0.96,0.42,0.35,0.49,0.74,-0.41,2.28,1.53,-0.07,-0.72,-2.67,-3.17,0.92,3
19820713,-1.95,0.59,-1.17,-0.1,0.36,-0.43,-0.19,0.35,-1.79,0.73,-0.53,-2.56,-0.05,-0.4,-0.21
19820714,-1.09,-0.04,0.18,-0.25,-0.37,-0.72,-1.13,0.53,-0.54,-1.71,0.47,1.08,3.18,-0.42,-0.36
19820715,0.27,-0.3,-0.04,-0.88,-0.05,-0.52,1.58,-0.13,-0.24,1.31,-0.01,-0.56,0.43,-0.03,-0.64
19820716,-0.29,0.2,-0.43,1.05,0.16,-0.38,4.1,-0.43,0.65,2.02,-0.93,-0.51,0.25,0.28,0.85
19820719,-0.96,0.03,-0.8,-0.58,0.67,-0.29,2.49,-0.46,1.51,-1.95,-1.04,-0.81,-0.66,0.25,-0.49
19820720,0.48,1.07,0.73,0.99,0.52,1.04,5.37,1.81,2.08,6.68,1.66,1.39,-0.62,0.37,0.6
19820721,-0.27,0.25,0.08,-0.76,0.71,-0.07,-1.97,0.43,-0.86,-1.39,0.73,-0.48,-0.36,-0.16,-0.54
19820722,0.55,0.38,0.11,1.22,0.27,-0.03,-0.53,0.06,-0.97,-0.22,0.55,1.16,-0.06,0,-1.06
19820723,-0.28,-0.09,-0.19,-1.35,0.02,0.05,-0.02,-0.75,-0.62,1.2,1.48,0.27,-0.05,0.13,-1.26
19820726,0.07,-0.26,-0.57,-0.07,-0.19,-0.81,-1.18,-0.82,-0.75,-2.09,-0.79,0.07,-0.33,-0.7,-0.37
19820727,1.27,-0.6,-0.4,-0.67,-0.36,-1.21,-0.69,-0.25,-2.11,-1.32,-2.83,-0.88,-1.1,-1.35,-0.47
19820728,-1.47,-1.34,-1.71,-1.35,-0.41,-1.7,-2.02,-1.08,-2.5,-5.08,-3,-3.45,-1.85,-1.18,-1.62
19820729,0.06,-0.35,-0.28,-0.54,-0.4,-0.61,-1.6,-0.41,0.32,-1.54,-0.32,-2.16,0.15,-0.22,-0.52
19820730,-0.79,0.21,-0.33,0.6,0.46,-0.14,-2.23,0.13,-1.17,0.96,-1.87,0.62,-1.02,0.06,-0.86
19820802,1.77,1,2,-0.02,0.35,1.61,-0.69,1.31,0.75,7.24,2.46,1.4,1.39,1.4,1.8
19820803,-0.3,-0.15,-0.32,-0.03,-0.94,-0.14,-0.83,-0.67,-1.19,-1.79,-1.31,-0.1,-1.89,0.37,-0.69
19820804,-1.32,-1.35,-1.69,-1.04,-0.61,-1.41,-0.21,-0.81,-5.28,-1.19,-2.85,-0.17,-1.94,-0.66,-1.36
19820805,-0.05,-1.46,-0.01,-1.07,-1.03,-0.59,-1.7,-0.36,-0.92,-1.6,-0.25,-1.49,0.07,-0.39,-1.89
19820806,-2.22,-0.77,-1.13,-0.45,-2.25,-0.65,-1.57,-1.1,-0.7,-2.3,-1.3,0.05,-1.6,-0.14,-1.33
19820809,-1.23,-1.43,-0.69,-2.24,-0.93,-1.28,-2.54,-1,1.91,-2.49,-1.8,-1.3,-0.95,-0.55,-0.95
19820810,-0.93,-0.2,-0.02,-0.32,-0.7,0.04,-0.85,0.2,0.36,-0.22,0.36,0.11,-0.42,0.27,0.7
19820811,-0.95,-0.31,0.22,0.12,-0.58,-0.13,-1.86,0.03,-0.63,-0.77,0.4,0.51,-0.28,0.04,-0.43
19820812,-1.54,-0.44,-0.38,0.57,-0.06,-0.45,-0.35,0.73,-0.02,2.72,-2.37,-0.64,-0.52,0.44,-0.21
19820813,-0.07,1.23,0.42,0.83,0.64,0.63,-3.45,1.46,1.24,1.88,1.33,1.62,1.92,1.48,1.61
19820816,0.9,0.65,0.71,-1.06,1.41,1.07,1.39,-0.07,-0.38,0.87,-0.7,0.61,-0.9,1.32,1.17
19820817,2,3.57,3.8,1.89,1.79,3.99,-0.35,3.44,3.3,4.94,4.72,2.46,3.67,4.34,7.76
19820818,0.26,0.24,-0.17,0.38,1.19,1.63,2,0.73,-0.16,3.54,-1.59,1.32,-0.71,-0.02,-1.14
19820819,0.77,0.15,1.29,1.82,0.33,0.38,-1.77,0.38,0.28,8.62,0.87,-3.11,0.32,-0.13,0.71
19820820,3.48,2.26,4.72,0.3,1.05,4.15,0.58,3.12,4.73,9.17,6.72,2.91,3.54,2.44,4.16
19820823,1.06,1.05,3.47,0.71,2.65,1.47,4.19,5.11,4.28,4.88,4.54,2.74,3.11,0.57,3.91
19820824,0.81,0.19,-1.89,0.4,1.98,-0.24,3.72,0.26,-0.52,-4.05,-0.94,0.98,0.25,0.06,-1.9
19820825,0.01,1.06,2.49,0.9,-0.13,2.26,4.28,1.1,1.37,4.93,2.67,2.77,4.94,0.97,1.2
19820826,0.31,0.73,1.3,2.94,3.16,1.07,2.1,1.29,0.05,5.49,2.04,0.56,1.33,0.23,1.09
19820827,-4.53,-0.29,-0.96,-0.25,-0.11,-0.26,0.25,-0.16,-0.6,-5.53,0.02,0.09,-1.65,-1.08,-1.79
19820830,0.65,-0.14,0.37,-0.44,-0.45,0.41,-1.57,2.11,4.08,1.53,0.15,-1.17,-0.69,-0.33,0.99
19820831,2.22,1.51,1.06,1.55,2.24,-0.63,1.33,1.84,2.01,-0.26,0.15,0.23,1.03,0.97,1.89
19820901,-0.77,-0.21,-0.66,-0.2,0.17,0.3,-0.93,-1.32,-1.6,-4.51,0.31,-2.2,-1.77,-0.4,-1.7
19820902,0.9,0.76,1.02,1.64,0.19,1.63,-0.63,2.75,3.91,13.76,3.5,1.46,2.14,0.59,2.69
19820903,2.09,1.49,1.9,0.18,1,0.96,0.46,2.61,1.29,3.98,0.66,4.44,3.1,1.3,1.07
19820907,0.09,-1.51,-0.22,0.59,-0.38,-0.46,-0.3,-3.05,-2.41,-1.19,-0.37,-0.03,-0.98,-0.54,-1.67
19820908,3.02,0.03,0.74,0.59,0.24,0.15,0.9,1.9,0.27,2.19,2.43,1.13,2.36,-0.07,-0.34
19820909,2.14,-0.04,-0.21,0.21,0.03,0.07,-0.88,-0.1,1.42,-4.86,-0.69,-0.42,0.69,0.13,0.37
19820910,-1.01,-0.51,-1.1,0.01,-1.24,-0.39,-0.85,-1.66,-1.14,-0.32,-1.61,-3.67,-0.45,-0.82,-0.42
19820913,1.33,0.28,0.55,1.01,-0.38,0.03,-1.63,0.2,-0.19,2.33,-0.36,1.95,0.18,0.47,1.94
19820914,0.21,2,1.2,-0.03,1.66,0.46,1.82,1.67,-0.57,-0.91,0.75,-1.86,0.05,0.81,0.89
19820915,0.87,0.49,0.71,1.16,1.57,0.12,3.76,1.32,-1.17,1.38,0.56,0.5,0.96,0.52,0.48
19820916,-0.15,0.08,-0.02,0.28,0.14,-0.86,1.6,-0.79,-0.75,-0.37,-0.73,-0.23,-0.44,-0.15,-1
19820917,-0.07,-1.27,-0.94,-0.19,-0.23,-1.61,-0.92,-1.75,-3.17,-1.44,-2.36,-0.4,-0.9,-0.57,-0.89
19820920,-0.53,-0.27,-0.2,-0.72,0.18,-0.97,-2.49,-0.35,0.24,-1.4,-0.79,0.76,0.21,-0.12,-0.13
19820921,0.39,1.67,2.16,-0.1,1.65,1,-0.2,1.49,2.67,5.43,1.75,1.03,2.06,1,0.73
19820922,-0.12,-0.11,-0.55,1.29,-0.04,-1.78,-0.55,0.01,1.27,-0.89,-0.35,-1.47,-1.78,0.54,-0.99
19820923,0.7,-0.45,-1.26,-0.74,-0.84,-1.08,-0.29,-0.81,-1.23,1.89,-1.39,-1.75,-0.05,0.02,-0.97
19820924,-0.45,-0.02,-0.27,-0.44,-0.03,-1.11,-0.56,-0.81,0.06,-2.72,-0.7,0.7,-0.46,-0.37,-0.55
19820927,-0.39,-0.23,-0.16,-0.37,0.41,0.23,0.23,3,-0.19,-1.19,-0.65,0.69,-0.52,-0.1,0.61
19820928,0.22,0.64,-0.59,0.33,-0.11,-1.07,-0.15,-0.02,0.48,0.75,-0.61,-0.07,-0.42,-0.23,0.66
19820929,-1.07,-0.78,-1.65,-0.73,-0.78,-1.05,-1.96,-1.97,-1.13,-2.3,-1.11,-2.74,-1.13,-0.7,-1.12
19820930,0.12,0.35,-0.79,-0.26,-0.55,0.12,-2.06,-1.35,0.22,-1.05,-1.19,0.37,-0.8,-0.24,-1.06
19821001,0.96,1.22,0.74,1.06,0.77,0.97,-0.45,1.42,-0.69,-0.14,0.75,1.61,0.62,0.59,1.19
19821004,-1.32,0.3,-0.2,-0.36,-0.82,-1.05,0.73,-0.97,1.18,-4.96,-2.26,1.03,-0.28,-0.19,-0.99
19821005,0.37,0.26,0.54,1.24,0.99,0.07,1.82,1.74,2,1.54,-0.92,0.12,0.45,0.14,0.29
19821006,1.05,2.1,2.11,1.15,1.36,0.95,-0.97,4.57,3.85,3.97,2.41,0.38,2.55,1.16,3.23
19821007,1.62,2.4,2.69,0.75,2.2,2.31,2.48,1.71,1.48,8.06,1.35,0.13,0.96,1.51,2.9
